risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-01377,2025-11-26,JKS-025,Mampang Prapatan,Bangka,CURANMOR,00:00-06:00,35,Low,35,45,28,23,42,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01378,2025-11-26,JKS-025,Mampang Prapatan,Bangka,CURAT,06:00-12:00,68,Moderate,67,71,80,58,56,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01379,2025-11-26,JKS-025,Mampang Prapatan,Bangka,CURANMOR,12:00-18:00,34,Low,12,42,47,38,47,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01380,2025-11-26,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,39,Low,23,51,37,44,53,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01381,2025-12-03,JKS-025,Mampang Prapatan,Bangka,CURANMOR,00:00-06:00,68,Moderate,64,69,75,55,82,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01382,2025-12-03,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,63,Moderate,77,54,48,66,70,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01383,2025-12-03,JKS-025,Mampang Prapatan,Bangka,CURANMOR,12:00-18:00,49,Moderate,68,35,41,45,49,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01384,2025-12-03,JKS-025,Mampang Prapatan,Bangka,CURAT,18:00-23:59,60,Moderate,61,49,71,66,53,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01385,2025-12-10,JKS-025,Mampang Prapatan,Bangka,CURAS,00:00-06:00,51,Moderate,48,57,62,42,36,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01386,2025-12-10,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,35,Low,19,44,44,36,41,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01387,2025-12-10,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,37,Low,33,48,35,22,48,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01388,2025-12-10,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,89,Critical,86,84,100,83,98,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01389,2025-12-17,JKS-025,Mampang Prapatan,Bangka,CURANMOR,00:00-06:00,34,Low,42,46,20,19,31,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01390,2025-12-17,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,25,Low,11,38,27,32,21,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01391,2025-12-17,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,49,Moderate,63,44,38,38,58,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01392,2025-12-17,JKS-025,Mampang Prapatan,Bangka,CURAS,18:00-23:59,76,High,60,88,73,89,81,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01393,2025-12-24,JKS-025,Mampang Prapatan,Bangka,CURANMOR,00:00-06:00,26,Low,20,38,13,32,31,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01394,2025-12-24,JKS-025,Mampang Prapatan,Bangka,CURANMOR,06:00-12:00,29,Low,24,32,36,34,16,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01395,2025-12-24,JKS-025,Mampang Prapatan,Bangka,CURAS,12:00-18:00,74,High,83,61,70,79,81,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01396,2025-12-24,JKS-025,Mampang Prapatan,Bangka,CURANMOR,18:00-23:59,45,Moderate,53,34,55,39,38,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01397,2025-12-31,JKS-025,Mampang Prapatan,Bangka,CURANMOR,00:00-06:00,39,Low,65,28,24,30,33,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01398,2025-12-31,JKS-025,Mampang Prapatan,Bangka,CURAT,06:00-12:00,50,Moderate,58,37,64,42,41,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01399,2025-12-31,JKS-025,Mampang Prapatan,Bangka,CURAT,12:00-18:00,43,Low,35,50,43,51,38,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01400,2025-12-31,JKS-025,Mampang Prapatan,Bangka,CURAT,18:00-23:59,74,High,77,76,71,63,81,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01401,2025-10-01,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,00:00-06:00,39,Low,43,44,32,28,45,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01402,2025-10-01,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,70,High,69,78,70,62,66,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01403,2025-10-01,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,35,Low,43,41,23,33,24,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01404,2025-10-01,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,51,Moderate,58,38,66,48,36,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01405,2025-10-08,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,38,Low,31,29,47,46,50,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01406,2025-10-08,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,65,Moderate,55,78,53,77,69,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01407,2025-10-08,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,33,Low,22,46,26,40,36,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01408,2025-10-08,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,18:00-23:59,83,High,80,78,94,73,97,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01409,2025-10-15,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,73,High,81,76,76,58,58,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01410,2025-10-15,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,06:00-12:00,27,Low,29,30,19,22,37,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01411,2025-10-15,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,12:00-18:00,58,Moderate,48,62,64,68,50,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01412,2025-10-15,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,41,Low,33,38,52,53,32,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01413,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,46,Moderate,26,56,61,54,38,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01414,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,62,Moderate,54,74,60,58,66,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01415,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,53,Moderate,58,40,63,60,39,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01416,2025-10-22,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,72,High,65,78,86,59,69,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01417,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,52,Moderate,55,37,65,48,59,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01418,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,55,Moderate,56,70,45,40,56,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01419,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,35,Low,50,23,25,37,37,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01420,2025-10-29,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,65,Moderate,78,50,72,58,60,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01421,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,55,Moderate,45,56,64,66,49,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01422,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,72,High,63,83,67,79,72,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01423,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,46,Moderate,44,46,55,44,38,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01424,2025-11-05,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,83,High,77,71,92,95,96,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01425,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,73,High,68,72,72,85,73,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01426,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,31,Low,35,38,24,21,29,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01427,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,26,Low,29,36,12,29,16,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01428,2025-11-12,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,35,Low,55,23,36,22,22,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01429,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,54,Moderate,64,52,45,48,55,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01430,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,06:00-12:00,65,Moderate,65,52,76,65,76,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01431,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,60,Moderate,54,67,74,48,52,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01432,2025-11-19,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,86,Critical,88,93,76,90,78,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01433,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,00:00-06:00,28,Low,49,19,20,22,14,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01434,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,32,Low,27,39,19,44,37,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01435,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,47,Moderate,38,41,57,54,59,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01436,2025-11-26,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,61,Moderate,73,49,68,54,51,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01437,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,00:00-06:00,64,Moderate,72,61,64,55,60,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01438,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,74,High,82,67,64,74,87,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01439,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,74,High,73,88,71,65,62,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01440,2025-12-03,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,63,Moderate,60,78,55,56,60,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01441,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,00:00-06:00,40,Low,41,29,55,33,44,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01442,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,33,Low,43,21,37,19,46,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01443,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,27,Low,31,20,22,29,41,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01444,2025-12-10,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,18:00-23:59,49,Moderate,62,49,34,42,50,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01445,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,62,Moderate,56,66,52,75,70,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01446,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,31,Low,38,23,25,34,37,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01447,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,12:00-18:00,68,Moderate,51,70,76,82,78,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-01448,2025-12-17,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,60,Moderate,76,45,50,62,67,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-01449,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,30,Low,23,41,29,31,25,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-01450,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,06:00-12:00,32,Low,28,26,44,34,31,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-01451,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,35,Low,32,37,40,35,28,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-01452,2025-12-24,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,38,Low,64,24,28,28,29,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-01453,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,00:00-06:00,55,Moderate,68,51,46,51,49,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-01454,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAS,06:00-12:00,65,Moderate,56,63,74,71,71,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-01455,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURANMOR,12:00-18:00,43,Low,54,31,34,54,43,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-01456,2025-12-31,JKS-026,Mampang Prapatan,Tegal Parang,CURAT,18:00-23:59,79,High,84,83,64,81,82,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-01457,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,65,Moderate,67,68,62,66,57,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-01458,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,06:00-12:00,30,Low,16,41,41,17,43,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-01459,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,49,Moderate,43,42,61,54,52,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-01460,2025-10-01,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,18:00-23:59,33,Low,23,43,33,28,44,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-01461,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,28,Low,12,28,43,35,35,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-01462,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,32,Low,52,17,28,20,35,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-01463,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAT,12:00-18:00,73,High,92,58,65,73,71,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-01464,2025-10-08,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,82,High,93,80,72,69,94,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-01465,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,46,Moderate,50,43,57,38,32,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-01466,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,53,Moderate,57,55,47,46,58,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-01467,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,28,Low,12,42,37,15,41,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-01468,2025-10-15,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,68,Moderate,57,81,58,76,77,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-01469,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,44,Low,53,46,30,47,36,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-01470,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,62,Moderate,56,71,68,59,51,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-01471,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,32,Low,9,40,41,47,40,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-01472,2025-10-22,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,65,Moderate,76,50,68,70,57,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-01473,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,55,Moderate,66,43,55,60,43,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-01474,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,46,Moderate,44,35,52,56,52,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-01475,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,71,High,61,81,70,67,84,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-01476,2025-10-29,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,76,High,73,79,71,82,79,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-01477,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,60,Moderate,47,69,73,50,67,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-01478,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,67,Moderate,86,59,53,54,77,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-01479,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,48,Moderate,74,34,37,37,43,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-01480,2025-11-05,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,49,Moderate,36,46,59,61,56,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-01481,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,48,Moderate,22,62,54,61,60,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-01482,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,45,Moderate,37,52,55,33,48,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-01483,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,67,Moderate,71,55,80,64,64,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-01484,2025-11-12,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,67,Moderate,61,75,62,62,81,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-01485,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,71,High,65,76,81,60,73,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-01486,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,59,Moderate,46,70,55,71,59,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-01487,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,12:00-18:00,58,Moderate,42,63,73,58,64,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-01488,2025-11-19,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,56,Moderate,71,43,51,54,57,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-01489,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,46,Moderate,56,31,51,36,58,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-01490,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,61,Moderate,75,47,62,57,57,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-01491,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,29,Low,23,23,39,32,37,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-01492,2025-11-26,JKS-027,Setiabudi,Karet Kuningan,CURAS,18:00-23:59,44,Low,47,44,51,36,33,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-01493,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,00:00-06:00,49,Moderate,48,60,37,48,51,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-01494,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAT,06:00-12:00,65,Moderate,70,68,57,65,59,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-01495,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,50,Moderate,46,63,46,44,46,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-01496,2025-12-03,JKS-027,Setiabudi,Karet Kuningan,CURAT,18:00-23:59,91,Critical,91,85,93,100,89,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-01497,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURAS,00:00-06:00,59,Moderate,65,47,68,65,45,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-01498,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,06:00-12:00,66,Moderate,64,77,57,56,77,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-01499,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURAT,12:00-18:00,42,Low,50,35,30,51,47,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-01500,2025-12-10,JKS-027,Setiabudi,Karet Kuningan,CURANMOR,18:00-23:59,58,Moderate,65,64,43,58,51,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-01501,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAT,00:00-06:00,54,Moderate,57,45,67,54,41,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-01502,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAS,06:00-12:00,44,Low,66,35,32,37,34,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-01503,2025-12-17,JKS-027,Setiabudi,Karet Kuningan,CURAS,12:00-18:00,64,Moderate,72,61,60,56,69,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
