risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-01094,2025-11-19,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,29,Low,25,13,17,11,3,dummy-v1,True
RS-01095,2025-11-19,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,55,Moderate,16,18,18,14,3,dummy-v1,True
RS-01096,2025-11-19,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,40,Low,16,19,16,18,2,dummy-v1,True
RS-01097,2025-11-26,JKS-020,Tebet,Tebet Barat,CURAT,00:00-06:00,36,Low,25,5,19,9,5,dummy-v1,True
RS-01098,2025-11-26,JKS-020,Tebet,Tebet Barat,CURANMOR,06:00-12:00,49,Moderate,26,15,15,8,1,dummy-v1,True
RS-01099,2025-11-26,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,70,High,18,7,7,15,3,dummy-v1,True
RS-01100,2025-11-26,JKS-020,Tebet,Tebet Barat,CURAT,18:00-23:59,57,Moderate,14,8,16,12,3,dummy-v1,True
RS-01101,2025-12-03,JKS-020,Tebet,Tebet Barat,CURAS,00:00-06:00,59,Moderate,11,8,12,8,9,dummy-v1,True
RS-01102,2025-12-03,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,52,Moderate,11,15,9,16,3,dummy-v1,True
RS-01103,2025-12-03,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,33,Low,22,14,11,6,1,dummy-v1,True
RS-01104,2025-12-03,JKS-020,Tebet,Tebet Barat,CURANMOR,18:00-23:59,67,Moderate,22,6,8,13,7,dummy-v1,True
RS-01105,2025-12-10,JKS-020,Tebet,Tebet Barat,CURAT,00:00-06:00,74,High,25,8,8,6,1,dummy-v1,True
RS-01106,2025-12-10,JKS-020,Tebet,Tebet Barat,CURAS,06:00-12:00,35,Low,13,18,9,20,0,dummy-v1,True
RS-01107,2025-12-10,JKS-020,Tebet,Tebet Barat,CURANMOR,12:00-18:00,54,Moderate,17,5,16,7,2,dummy-v1,True
RS-01108,2025-12-10,JKS-020,Tebet,Tebet Barat,CURANMOR,18:00-23:59,68,Moderate,19,17,10,18,4,dummy-v1,True
RS-01109,2025-12-17,JKS-020,Tebet,Tebet Barat,CURANMOR,00:00-06:00,36,Low,12,23,8,19,10,dummy-v1,True
RS-01110,2025-12-17,JKS-020,Tebet,Tebet Barat,CURAT,06:00-12:00,50,Moderate,18,16,8,20,9,dummy-v1,True
RS-01111,2025-12-17,JKS-020,Tebet,Tebet Barat,CURAT,12:00-18:00,43,Low,20,11,17,13,1,dummy-v1,True
RS-01112,2025-12-17,JKS-020,Tebet,Tebet Barat,CURANMOR,18:00-23:59,64,Moderate,10,11,5,14,8,dummy-v1,True
RS-01113,2025-12-24,JKS-020,Tebet,Tebet Barat,CURAT,00:00-06:00,72,High,17,21,9,7,3,dummy-v1,True
RS-01114,2025-12-24,JKS-020,Tebet,Tebet Barat,CURAT,06:00-12:00,28,Low,25,23,5,9,1,dummy-v1,True
RS-01115,2025-12-24,JKS-020,Tebet,Tebet Barat,CURAS,12:00-18:00,53,Moderate,25,17,19,18,5,dummy-v1,True
RS-01116,2025-12-24,JKS-020,Tebet,Tebet Barat,CURAS,18:00-23:59,73,High,11,14,18,12,2,dummy-v1,True
RS-01117,2025-12-31,JKS-020,Tebet,Tebet Barat,CURAS,00:00-06:00,59,Moderate,11,21,7,14,10,dummy-v1,True
RS-01118,2025-12-31,JKS-020,Tebet,Tebet Barat,CURANMOR,06:00-12:00,35,Low,22,10,18,19,5,dummy-v1,True
RS-01119,2025-12-31,JKS-020,Tebet,Tebet Barat,CURANMOR,12:00-18:00,35,Low,11,11,5,10,3,dummy-v1,True
RS-01120,2025-12-31,JKS-020,Tebet,Tebet Barat,CURAS,18:00-23:59,46,Moderate,10,18,10,17,6,dummy-v1,True
RS-01121,2025-10-01,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,41,Low,26,15,16,10,6,dummy-v1,True
RS-01122,2025-10-01,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,69,Moderate,16,13,15,6,10,dummy-v1,True
RS-01123,2025-10-01,JKS-021,Tebet,Tebet Timur,CURAT,12:00-18:00,74,High,12,22,20,12,6,dummy-v1,True
RS-01124,2025-10-01,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,42,Low,11,20,14,9,8,dummy-v1,True
RS-01125,2025-10-08,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,45,Moderate,11,19,10,15,3,dummy-v1,True
RS-01126,2025-10-08,JKS-021,Tebet,Tebet Timur,CURAS,06:00-12:00,68,Moderate,24,20,18,16,5,dummy-v1,True
RS-01127,2025-10-08,JKS-021,Tebet,Tebet Timur,CURAT,12:00-18:00,27,Low,12,25,17,16,7,dummy-v1,True
RS-01128,2025-10-08,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,37,Low,26,11,5,8,3,dummy-v1,True
RS-01129,2025-10-15,JKS-021,Tebet,Tebet Timur,CURANMOR,00:00-06:00,68,Moderate,27,18,18,16,10,dummy-v1,True
RS-01130,2025-10-15,JKS-021,Tebet,Tebet Timur,CURAS,06:00-12:00,40,Low,15,17,14,16,0,dummy-v1,True
RS-01131,2025-10-15,JKS-021,Tebet,Tebet Timur,CURAT,12:00-18:00,60,Moderate,17,16,8,18,7,dummy-v1,True
RS-01132,2025-10-15,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,59,Moderate,13,16,13,9,5,dummy-v1,True
RS-01133,2025-10-22,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,34,Low,24,13,13,11,10,dummy-v1,True
RS-01134,2025-10-22,JKS-021,Tebet,Tebet Timur,CURAS,06:00-12:00,58,Moderate,18,22,11,16,6,dummy-v1,True
RS-01135,2025-10-22,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,56,Moderate,25,12,18,7,5,dummy-v1,True
RS-01136,2025-10-22,JKS-021,Tebet,Tebet Timur,CURAT,18:00-23:59,44,Low,17,14,9,9,10,dummy-v1,True
RS-01137,2025-10-29,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,44,Low,25,7,12,7,1,dummy-v1,True
RS-01138,2025-10-29,JKS-021,Tebet,Tebet Timur,CURAS,06:00-12:00,69,Moderate,22,25,15,7,5,dummy-v1,True
RS-01139,2025-10-29,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,51,Moderate,12,5,18,11,3,dummy-v1,True
RS-01140,2025-10-29,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,44,Low,10,14,17,16,3,dummy-v1,True
RS-01141,2025-11-05,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,31,Low,16,19,7,11,9,dummy-v1,True
RS-01142,2025-11-05,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,70,High,23,22,14,7,5,dummy-v1,True
RS-01143,2025-11-05,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,46,Moderate,18,18,9,19,4,dummy-v1,True
RS-01144,2025-11-05,JKS-021,Tebet,Tebet Timur,CURAS,18:00-23:59,37,Low,15,5,6,14,6,dummy-v1,True
RS-01145,2025-11-12,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,73,High,30,5,10,19,6,dummy-v1,True
RS-01146,2025-11-12,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,32,Low,21,23,18,18,2,dummy-v1,True
RS-01147,2025-11-12,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,73,High,14,23,8,9,4,dummy-v1,True
RS-01148,2025-11-12,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,61,Moderate,27,19,9,16,2,dummy-v1,True
RS-01149,2025-11-19,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,47,Moderate,15,22,20,12,4,dummy-v1,True
RS-01150,2025-11-19,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,46,Moderate,15,14,7,17,6,dummy-v1,True
RS-01151,2025-11-19,JKS-021,Tebet,Tebet Timur,CURANMOR,12:00-18:00,54,Moderate,15,20,10,15,4,dummy-v1,True
RS-01152,2025-11-19,JKS-021,Tebet,Tebet Timur,CURAT,18:00-23:59,58,Moderate,22,6,8,17,2,dummy-v1,True
RS-01153,2025-11-26,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,30,Low,26,13,20,9,4,dummy-v1,True
RS-01154,2025-11-26,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,40,Low,22,21,13,13,3,dummy-v1,True
RS-01155,2025-11-26,JKS-021,Tebet,Tebet Timur,CURAT,12:00-18:00,66,Moderate,29,20,11,8,0,dummy-v1,True
RS-01156,2025-11-26,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,86,Critical,27,9,8,12,5,dummy-v1,True
RS-01157,2025-12-03,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,39,Low,11,8,18,8,1,dummy-v1,True
RS-01158,2025-12-03,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,44,Low,17,15,18,5,7,dummy-v1,True
RS-01159,2025-12-03,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,70,High,18,12,18,19,9,dummy-v1,True
RS-01160,2025-12-03,JKS-021,Tebet,Tebet Timur,CURANMOR,18:00-23:59,69,Moderate,23,20,7,16,6,dummy-v1,True
RS-01161,2025-12-10,JKS-021,Tebet,Tebet Timur,CURAS,00:00-06:00,59,Moderate,17,25,20,9,3,dummy-v1,True
RS-01162,2025-12-10,JKS-021,Tebet,Tebet Timur,CURAS,06:00-12:00,27,Low,23,6,8,20,4,dummy-v1,True
RS-01163,2025-12-10,JKS-021,Tebet,Tebet Timur,CURAS,12:00-18:00,29,Low,19,25,9,6,4,dummy-v1,True
RS-01164,2025-12-10,JKS-021,Tebet,Tebet Timur,CURAS,18:00-23:59,46,Moderate,30,6,13,7,6,dummy-v1,True
RS-01165,2025-12-17,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,52,Moderate,26,20,5,12,8,dummy-v1,True
RS-01166,2025-12-17,JKS-021,Tebet,Tebet Timur,CURAT,06:00-12:00,27,Low,23,7,10,11,4,dummy-v1,True
RS-01167,2025-12-17,JKS-021,Tebet,Tebet Timur,CURANMOR,12:00-18:00,48,Moderate,14,5,16,19,8,dummy-v1,True
RS-01168,2025-12-17,JKS-021,Tebet,Tebet Timur,CURAS,18:00-23:59,49,Moderate,16,15,16,14,7,dummy-v1,True
RS-01169,2025-12-24,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,26,Low,22,11,15,9,8,dummy-v1,True
RS-01170,2025-12-24,JKS-021,Tebet,Tebet Timur,CURANMOR,06:00-12:00,63,Moderate,10,10,13,5,2,dummy-v1,True
RS-01171,2025-12-24,JKS-021,Tebet,Tebet Timur,CURANMOR,12:00-18:00,56,Moderate,30,8,5,14,3,dummy-v1,True
RS-01172,2025-12-24,JKS-021,Tebet,Tebet Timur,CURAT,18:00-23:59,59,Moderate,22,8,20,7,6,dummy-v1,True
RS-01173,2025-12-31,JKS-021,Tebet,Tebet Timur,CURAT,00:00-06:00,57,Moderate,10,18,8,9,10,dummy-v1,True
RS-01174,2025-12-31,JKS-021,Tebet,Tebet Timur,CURAT,06:00-12:00,71,High,30,6,15,20,2,dummy-v1,True
RS-01175,2025-12-31,JKS-021,Tebet,Tebet Timur,CURAT,12:00-18:00,28,Low,21,6,6,13,1,dummy-v1,True
RS-01176,2025-12-31,JKS-021,Tebet,Tebet Timur,CURAS,18:00-23:59,49,Moderate,25,10,15,19,5,dummy-v1,True
RS-01177,2025-10-01,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,36,Low,30,19,11,15,3,dummy-v1,True
RS-01178,2025-10-01,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,34,Low,28,18,14,5,5,dummy-v1,True
RS-01179,2025-10-01,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,51,Moderate,27,6,15,12,2,dummy-v1,True
RS-01180,2025-10-01,JKS-022,Tebet,Menteng Dalam,CURAT,18:00-23:59,48,Moderate,26,15,19,14,9,dummy-v1,True
RS-01181,2025-10-08,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,59,Moderate,22,21,18,8,4,dummy-v1,True
RS-01182,2025-10-08,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,44,Low,21,12,7,17,4,dummy-v1,True
RS-01183,2025-10-08,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,66,Moderate,16,14,11,6,3,dummy-v1,True
RS-01184,2025-10-08,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,70,High,16,9,5,19,8,dummy-v1,True
RS-01185,2025-10-15,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,68,Moderate,27,15,14,14,1,dummy-v1,True
RS-01186,2025-10-15,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,25,Low,20,6,14,15,8,dummy-v1,True
RS-01187,2025-10-15,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,58,Moderate,18,5,18,11,5,dummy-v1,True
RS-01188,2025-10-15,JKS-022,Tebet,Menteng Dalam,CURAS,18:00-23:59,52,Moderate,10,22,8,17,3,dummy-v1,True
RS-01189,2025-10-22,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,71,High,18,16,18,8,3,dummy-v1,True
RS-01190,2025-10-22,JKS-022,Tebet,Menteng Dalam,CURAS,06:00-12:00,39,Low,13,9,14,16,7,dummy-v1,True
RS-01191,2025-10-22,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,60,Moderate,10,22,8,13,0,dummy-v1,True
RS-01192,2025-10-22,JKS-022,Tebet,Menteng Dalam,CURAT,18:00-23:59,40,Low,28,14,13,18,9,dummy-v1,True
RS-01193,2025-10-29,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,27,Low,27,19,8,8,1,dummy-v1,True
RS-01194,2025-10-29,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,34,Low,28,21,14,13,3,dummy-v1,True
RS-01195,2025-10-29,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,61,Moderate,28,23,12,5,7,dummy-v1,True
RS-01196,2025-10-29,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,39,Low,18,24,11,20,8,dummy-v1,True
RS-01197,2025-11-05,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,40,Low,22,23,9,15,1,dummy-v1,True
RS-01198,2025-11-05,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,60,Moderate,12,25,13,7,9,dummy-v1,True
RS-01199,2025-11-05,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,60,Moderate,22,25,19,15,6,dummy-v1,True
RS-01200,2025-11-05,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,78,High,18,13,6,7,4,dummy-v1,True
RS-01201,2025-11-12,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,36,Low,13,18,9,13,7,dummy-v1,True
RS-01202,2025-11-12,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,57,Moderate,22,7,18,18,2,dummy-v1,True
RS-01203,2025-11-12,JKS-022,Tebet,Menteng Dalam,CURANMOR,12:00-18:00,30,Low,19,17,16,15,3,dummy-v1,True
RS-01204,2025-11-12,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,60,Moderate,12,14,9,18,2,dummy-v1,True
RS-01205,2025-11-19,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,28,Low,23,10,16,19,9,dummy-v1,True
RS-01206,2025-11-19,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,26,Low,10,21,13,9,3,dummy-v1,True
RS-01207,2025-11-19,JKS-022,Tebet,Menteng Dalam,CURANMOR,12:00-18:00,34,Low,12,7,16,6,7,dummy-v1,True
RS-01208,2025-11-19,JKS-022,Tebet,Menteng Dalam,CURAS,18:00-23:59,82,High,10,20,5,12,5,dummy-v1,True
RS-01209,2025-11-26,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,58,Moderate,19,21,7,16,3,dummy-v1,True
RS-01210,2025-11-26,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,37,Low,28,20,19,17,4,dummy-v1,True
RS-01211,2025-11-26,JKS-022,Tebet,Menteng Dalam,CURAS,12:00-18:00,36,Low,18,9,8,14,10,dummy-v1,True
RS-01212,2025-11-26,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,66,Moderate,20,13,5,16,5,dummy-v1,True
RS-01213,2025-12-03,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,35,Low,15,20,7,18,2,dummy-v1,True
RS-01214,2025-12-03,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,66,Moderate,13,25,6,17,10,dummy-v1,True
RS-01215,2025-12-03,JKS-022,Tebet,Menteng Dalam,CURANMOR,12:00-18:00,36,Low,30,13,16,11,0,dummy-v1,True
RS-01216,2025-12-03,JKS-022,Tebet,Menteng Dalam,CURAS,18:00-23:59,44,Low,16,23,18,13,10,dummy-v1,True
RS-01217,2025-12-10,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,54,Moderate,20,6,5,20,9,dummy-v1,True
RS-01218,2025-12-10,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,66,Moderate,20,5,8,14,2,dummy-v1,True
RS-01219,2025-12-10,JKS-022,Tebet,Menteng Dalam,CURANMOR,12:00-18:00,47,Moderate,20,7,15,20,5,dummy-v1,True
RS-01220,2025-12-10,JKS-022,Tebet,Menteng Dalam,CURAS,18:00-23:59,40,Low,13,20,10,15,0,dummy-v1,True
RS-01221,2025-12-17,JKS-022,Tebet,Menteng Dalam,CURAT,00:00-06:00,39,Low,13,12,12,17,1,dummy-v1,True
RS-01222,2025-12-17,JKS-022,Tebet,Menteng Dalam,CURAT,06:00-12:00,38,Low,11,20,10,19,4,dummy-v1,True
RS-01223,2025-12-17,JKS-022,Tebet,Menteng Dalam,CURANMOR,12:00-18:00,30,Low,21,14,11,9,9,dummy-v1,True
RS-01224,2025-12-17,JKS-022,Tebet,Menteng Dalam,CURANMOR,18:00-23:59,79,High,19,15,15,11,3,dummy-v1,True
RS-01225,2025-12-24,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,29,Low,27,14,9,13,0,dummy-v1,True
RS-01226,2025-12-24,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,60,Moderate,27,20,11,20,8,dummy-v1,True
RS-01227,2025-12-24,JKS-022,Tebet,Menteng Dalam,CURAT,12:00-18:00,68,Moderate,13,25,16,16,9,dummy-v1,True
RS-01228,2025-12-24,JKS-022,Tebet,Menteng Dalam,CURAS,18:00-23:59,44,Low,17,7,20,6,5,dummy-v1,True
RS-01229,2025-12-31,JKS-022,Tebet,Menteng Dalam,CURANMOR,00:00-06:00,52,Moderate,21,13,20,11,7,dummy-v1,True
RS-01230,2025-12-31,JKS-022,Tebet,Menteng Dalam,CURANMOR,06:00-12:00,31,Low,14,11,6,6,6,dummy-v1,True
RS-01231,2025-12-31,JKS-022,Tebet,Menteng Dalam,CURAT,12:00-18:00,45,Moderate,26,12,6,6,2,dummy-v1,True
RS-01232,2025-12-31,JKS-022,Tebet,Menteng Dalam,CURAT,18:00-23:59,81,High,28,12,10,12,9,dummy-v1,True
RS-01233,2025-10-01,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,52,Moderate,24,15,9,14,3,dummy-v1,True
RS-01234,2025-10-01,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,27,Low,16,11,10,13,2,dummy-v1,True
RS-01235,2025-10-01,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,70,High,16,14,6,17,7,dummy-v1,True
RS-01236,2025-10-01,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,47,Moderate,17,5,7,7,8,dummy-v1,True
RS-01237,2025-10-08,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,43,Low,23,5,7,6,8,dummy-v1,True
RS-01238,2025-10-08,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,54,Moderate,27,5,13,11,0,dummy-v1,True
RS-01239,2025-10-08,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,37,Low,19,10,9,14,10,dummy-v1,True
RS-01240,2025-10-08,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,37,Low,23,17,12,11,4,dummy-v1,True
RS-01241,2025-10-15,JKS-023,Tebet,Manggarai,CURANMOR,00:00-06:00,68,Moderate,19,6,19,11,6,dummy-v1,True
RS-01242,2025-10-15,JKS-023,Tebet,Manggarai,CURAS,06:00-12:00,28,Low,29,17,12,18,2,dummy-v1,True
RS-01243,2025-10-15,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,26,Low,15,11,20,10,10,dummy-v1,True
RS-01244,2025-10-15,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,46,Moderate,12,20,6,19,6,dummy-v1,True
RS-01245,2025-10-22,JKS-023,Tebet,Manggarai,CURANMOR,00:00-06:00,62,Moderate,11,6,5,7,4,dummy-v1,True
RS-01246,2025-10-22,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,28,Low,17,13,12,11,9,dummy-v1,True
RS-01247,2025-10-22,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,74,High,20,20,20,20,3,dummy-v1,True
RS-01248,2025-10-22,JKS-023,Tebet,Manggarai,CURANMOR,18:00-23:59,58,Moderate,29,12,15,9,8,dummy-v1,True
RS-01249,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,42,Low,29,7,11,18,1,dummy-v1,True
RS-01250,2025-10-29,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,43,Low,27,20,18,7,5,dummy-v1,True
RS-01251,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,54,Moderate,30,8,16,11,10,dummy-v1,True
RS-01252,2025-10-29,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,71,High,13,6,8,19,3,dummy-v1,True
RS-01253,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,00:00-06:00,36,Low,26,22,12,12,7,dummy-v1,True
RS-01254,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,61,Moderate,29,24,11,9,10,dummy-v1,True
RS-01255,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,34,Low,13,20,6,16,3,dummy-v1,True
RS-01256,2025-11-05,JKS-023,Tebet,Manggarai,CURANMOR,18:00-23:59,77,High,23,11,15,19,4,dummy-v1,True
RS-01257,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,67,Moderate,30,24,8,20,9,dummy-v1,True
RS-01258,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,06:00-12:00,60,Moderate,10,25,16,14,1,dummy-v1,True
RS-01259,2025-11-12,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,50,Moderate,11,6,6,18,7,dummy-v1,True
RS-01260,2025-11-12,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,70,High,30,22,10,14,5,dummy-v1,True
RS-01261,2025-11-19,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,58,Moderate,29,15,6,18,9,dummy-v1,True
RS-01262,2025-11-19,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,37,Low,16,25,14,8,9,dummy-v1,True
RS-01263,2025-11-19,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,50,Moderate,22,6,8,16,7,dummy-v1,True
RS-01264,2025-11-19,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,55,Moderate,25,12,20,12,6,dummy-v1,True
RS-01265,2025-11-26,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,56,Moderate,22,10,5,6,6,dummy-v1,True
RS-01266,2025-11-26,JKS-023,Tebet,Manggarai,CURAS,06:00-12:00,37,Low,13,13,7,8,2,dummy-v1,True
RS-01267,2025-11-26,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,47,Moderate,25,14,16,16,1,dummy-v1,True
RS-01268,2025-11-26,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,44,Low,16,17,19,18,4,dummy-v1,True
RS-01269,2025-12-03,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,32,Low,14,13,14,5,10,dummy-v1,True
RS-01270,2025-12-03,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,59,Moderate,16,19,7,12,10,dummy-v1,True
RS-01271,2025-12-03,JKS-023,Tebet,Manggarai,CURAS,12:00-18:00,58,Moderate,29,6,15,8,0,dummy-v1,True
RS-01272,2025-12-03,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,75,High,18,24,10,13,1,dummy-v1,True
RS-01273,2025-12-10,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,47,Moderate,26,16,15,8,8,dummy-v1,True
RS-01274,2025-12-10,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,47,Moderate,25,25,12,14,9,dummy-v1,True
RS-01275,2025-12-10,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,56,Moderate,20,9,8,15,5,dummy-v1,True
RS-01276,2025-12-10,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,84,High,27,5,13,5,10,dummy-v1,True
RS-01277,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,56,Moderate,18,8,11,11,5,dummy-v1,True
RS-01278,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,35,Low,12,20,10,11,6,dummy-v1,True
RS-01279,2025-12-17,JKS-023,Tebet,Manggarai,CURAT,12:00-18:00,46,Moderate,19,5,12,7,7,dummy-v1,True
RS-01280,2025-12-17,JKS-023,Tebet,Manggarai,CURAS,18:00-23:59,33,Low,27,24,13,19,0,dummy-v1,True
RS-01281,2025-12-24,JKS-023,Tebet,Manggarai,CURAS,00:00-06:00,74,High,27,13,14,19,4,dummy-v1,True
RS-01282,2025-12-24,JKS-023,Tebet,Manggarai,CURANMOR,06:00-12:00,67,Moderate,13,14,19,8,6,dummy-v1,True
RS-01283,2025-12-24,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,59,Moderate,25,25,15,13,0,dummy-v1,True
RS-01284,2025-12-24,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,82,High,11,19,18,12,3,dummy-v1,True
RS-01285,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,00:00-06:00,40,Low,22,22,17,10,2,dummy-v1,True
RS-01286,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,06:00-12:00,67,Moderate,12,13,20,9,6,dummy-v1,True
RS-01287,2025-12-31,JKS-023,Tebet,Manggarai,CURANMOR,12:00-18:00,36,Low,27,15,15,12,8,dummy-v1,True
RS-01288,2025-12-31,JKS-023,Tebet,Manggarai,CURAT,18:00-23:59,73,High,29,17,19,12,4,dummy-v1,True
RS-01289,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,00:00-06:00,29,Low,21,24,16,13,3,dummy-v1,True
RS-01290,2025-10-01,JKS-024,Mampang Prapatan,Mampang Prapatan,CURAS,06:00-12:00,64,Moderate,10,15,11,17,1,dummy-v1,True
